x_1,x_2,x_3,y
0.0,0.0,0.0,0.22035392326718284
0.46223505494871064,-0.8293897389655734,-0.07546251891783248,-1.0188837609687909
0.8695260743399886,-0.3470786373285096,-0.14387161769106765,-1.2550345364598838
0.2771961318312297,-0.8318772724884662,-0.2576829334138335,-2.706210630667293
0.6820206233215552,-1.7038996572904832,-0.1889360357577124,-1.2433260121807925
1.196506549817146,-1.6955771284944237,-0.06699074375983954,1.1050640419748574
1.460931597675573,-1.9992568550729226,-0.30092858885642143,-3.610162248460193
1.5677919878547697,-2.260488945764256,-0.27780720358253336,-3.7211620404512677
1.567605835931921,-0.9050945192519868,-0.3832575201867762,-6.528753396105821
2.3128911767537024,-1.3383741561781781,-0.4044362522367782,-4.782777402538353
2.1969118013182927,1.2798798195146073,-0.4273427124578356,-3.4206642462765355
2.413667459374354,1.3111477996874985,-0.4592047041953055,-4.5244080491904555
2.168195127086127,0.8084078770199071,-0.2535469341893976,-1.0703772329921648
2.5874582949436666,1.1365080506029688,-0.1515337472029941,1.9610259301814446
2.799571689205257,1.647472541898354,-0.15516519992146466,1.8628188049008525
2.4921983587755037,0.6797345467321277,-0.78350885265894,-10.210585650415876
3.4188408369510244,1.0794359009318397,-1.056190747432718,-11.073587219775685
3.65865073764764,0.8569526138836042,-1.123686888290178,-10.947551952257895
3.8898618096265762,0.8369101894176336,-1.1375663404956438,-12.155424853943114
3.154895595253475,0.13591698963521937,-1.2762332316559686,-14.36762143549395
3.3364140165024385,0.9037120552249429,-1.1974520583139567,-13.23086105833259
3.654782635627365,1.7927119573264108,-1.087765774074927,-10.215057268860885
3.5107579177719477,2.2409883498779437,-1.4597843809617175,-13.34416055157325
3.68945275136867,1.9881053116318483,-1.5410111407447458,-12.625027109039905
3.354895729321264,1.7490061299592703,-1.5293486950663828,-15.19630425517397
2.8036820427613742,1.1574575764547101,-1.7335706376331945,-16.868906436015187
3.2080909023643596,2.3950780547214983,-1.5367846180811529,-15.02005325912263
